Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Bwd Packet Length Max,Flow Bytes/s,Flow Packets/s,Label
2.4042086039659947,2.3361896558244535,2.384760999874255,0.2797942898515832,0.08643739969837702,1.4526605157061507,1.4099606942575735,3.1242959565494974,0.0792941971835091,1.0465608465431644,Attack
0.07043630679780821,1.0890236280239596,1.731327352883808,0.3868948245899113,1.2315856626615727,0.1537732538262267,0.09157726739019154,0.31517920213239287,0.901199275370158,0.4129853297384894,Attack
1.2473859498136242,0.22357637221232038,1.8379702641444624,1.2270858632142592,0.6557961539630006,0.41708670631181666,0.45331968929826566,0.07707714705565474,0.17963225437455377,0.6853204516042503,Attack
0.3886802361598213,1.2642068575651064,0.7084906274161253,0.23792995429801636,0.4610883362574712,0.6415567371905141,0.34383336143779325,0.3219112209063105,0.8789146821925446,0.29694720892879944,Benign
1.3337024250318834,1.3908639862459073,1.0840829279651931,0.07302834798043581,1.1340675017227546,1.3543379878651725,1.1220396514574276,0.2800491202364232,0.3209361910360324,0.1657359073015982,Benign
0.35436351269146177,0.02113975640978781,0.16735639611571346,1.3150568445471564,3.9957562711848387,0.5635380923886348,0.2840397016008279,0.39775625390723557,0.3613422229349129,0.12963360322360132,Benign
1.08332513487161,1.3758488535174436,1.5078091306428072,5.309882795759777,2.1066602347767636,1.644865840495582,1.0434914819766037,0.592524198960791,0.044453556271847196,0.9566027868201981,Attack
0.6213830874929431,1.507961375109591,2.0280015811562464,0.3320688146972702,0.04975072120372614,0.9248222351227738,2.5534193997940475,0.821071596608456,2.130942885844376,0.7530147453398326,Attack
1.313994047643909,0.28878299468380514,0.13441725083868836,0.1424808327402921,0.11768231807508758,0.054673118913529536,1.716593191494482,0.4486149987669271,0.38613126266509473,0.9349593345913374,Benign
0.1872674554681768,1.918292441851646,1.2919560394404495,0.32924219600070564,0.2005918143724361,0.5310196092685465,0.3048308698067651,0.07573869889235595,0.5035597984521158,2.251878564701117,Attack
1.0088499373603437,3.082411225612162,2.046432325133137,1.1178920988415986,1.8506003950998422,0.7269306835668887,1.0678492560009665,0.3802188861549473,0.21905413174549496,2.1449173839231466,Attack
0.14030296197025907,0.18789899501048302,0.31024173757568946,0.9674993801737591,0.41383907602047015,0.6844829353149614,2.1597789009247332,1.5417202360342652,1.171246990387693,0.17094993045862605,Benign
1.1894209366929656,0.4544783315998827,0.12376359689378647,0.3994257180569916,0.07055743619132528,0.915085150120966,0.9716769214862169,0.29430010930499656,0.045841417026111296,2.729310446990541,Benign
0.8077991595337911,1.4880727897906234,0.35279488611087756,1.676400863298027,1.641271409616105,0.09313217936121788,5.431589672018065,0.6735961781156423,1.3977584232701692,0.24369895166119332,Benign
0.9838213463931863,0.28624298864664643,1.6139449374426944,0.4630755520823069,0.7790971876126078,0.5280705734157549,0.7535100511906275,0.4723009380049046,0.6129939360719022,0.028721511466610204,Attack
1.5875089804999862,2.5096483883382312,0.5809595327310999,3.4040892966934733,0.16808649612775428,2.784647608936616,0.36435443432383513,0.6686582601421948,2.4369942917513727,0.12692493293028886,Attack
0.19098496008129723,1.3425286534513001,0.9823789215008222,0.2879688397459327,0.4433582931882115,0.749851050712077,1.8997553816655635,0.3583204003610748,0.7650648542251959,0.35418522043705447,Benign
0.3043185133518662,2.1335421945681414,0.5565830377633566,1.3394252684601282,0.3027025777727855,0.1860350940111288,1.1424078211889555,1.4174534661483917,0.950886444852336,1.1873516130319894,Benign
1.018852425371325,1.0919559509921228,2.2546826014947734,2.823469049743452,0.6623573405622959,0.09074493750219544,1.4037343050979292,0.8461935860813983,2.440466587112093,1.0444733859758097,Attack
0.14026962492330494,1.0492073828040775,0.5724447094373178,0.11513613942953059,0.27385011012661453,3.4760395931951957,0.40292725961688863,0.2580908728936734,0.4441059758014889,2.0673543748199155,Benign
1.0888361765727501,0.19770508939601877,0.008129422833034009,0.43802351556799374,0.15062695079852467,2.0674620819983383,0.10658819619678696,0.6842425902103935,1.0175274673718269,2.8700053938568244,Benign
0.2904781563884599,1.7357798997128928,0.7636693720121972,1.7300200420527727,0.35813006797677993,0.332768989344245,0.252773025505315,1.0438968219105396,0.6496266100952667,0.86607931246509,Benign
1.2828283748852816,1.1540774369940487,1.0452982866446112,1.3987476397425094,0.034436823445474836,1.5049398538863012,1.3004112766233569,0.43866314312447097,0.23972735672963535,0.7106144156597228,Attack
2.0256957461386347,0.32592806356227927,1.4332892380519973,2.969057888654966,0.3988246706945012,4.302772160729844,0.06039598272558849,0.03718497562743924,1.8573087241059774,0.6453881553499075,Attack
0.6060461013453459,1.9591772914840946,2.4749997066580396,0.8242784025289536,2.1065553890164446,1.01046984724226,0.5014629629970132,0.24329251664189527,1.3767652459932085,2.1408836436965824,Attack
2.6698869648623615,0.3020106473812679,1.0257996836638181,0.5133034307296984,1.711928419781258,0.22071446393145225,0.058946484860368464,0.3609140972902796,0.07066036428257613,0.471103699122514,Attack
0.4878800081779502,0.11338919217881528,3.0872302768364226,0.3021803331032674,1.1967678266668553,0.20072057272960267,0.5087669561834677,0.09024371368445662,0.11784197096271168,0.011151235811089236,Attack
1.6153670617131966,0.35525473593827656,0.6926325182679285,0.8689464897285845,0.1798130299187927,2.9331469691445498,0.5466443604323945,0.0753752293911616,0.10804393129987426,0.4963333049646248,Attack
0.12699114188633792,0.3263265440768887,0.7433347721699812,0.04149710590830733,0.3588947545220173,1.5698881582450421,0.07452170978071773,0.9703579740819206,0.050469845953398686,2.678108778517038,Benign
0.2541958831821383,0.2450821059913094,1.0901070261283965,2.259366901532878,3.1877369293648106,1.3817261922817983,1.7276116298428026,1.0968462576879332,0.19253658017890707,1.1656526100256273,Benign
0.16688029401279636,0.9891627019684367,0.7672578764123835,0.35756437129600055,0.710144264262354,0.9022542371734172,0.23171685648388615,0.4180828162150445,0.42272816432313665,0.11242465616541455,Benign
0.2896455646667855,1.0260616734182906,1.1950953450858308,0.5739291177092244,0.599939617665731,0.3978591797422607,1.1666191088663176,0.40624261208258683,0.9581683314198998,0.6401115222707529,Benign
0.6002810550498718,2.87325589005893,2.144853703503543,0.953948051495801,1.1929052278988188,0.14797011828346168,0.46350362528347855,1.3026945329151136,1.0230112053546674,0.23671527753890453,Attack
3.1058434861566266,0.03837956723580831,1.1133637835813222,0.09642762351956186,2.457298838474397,0.0865791766794177,1.551659864300225,0.18107526003791552,4.540530969020728,0.578086279466838,Attack
1.174286797884094,0.9793892003039166,0.6698924827212848,1.4420299110524233,0.7400127454521053,2.7406027077736583,0.061045913669306076,5.358865474175313,0.8278405508420567,0.2948392790153039,Benign
0.5865626058671407,1.2430498695193724,0.9968168815725921,2.087506708616695,2.275738207786621,0.9455467573033729,1.5743159402737685,0.6721757113822592,0.11501640979199891,0.5438865615768195,Attack
0.2940136792778885,1.9718681936931481,0.2289034434325963,1.2740974481744674,2.272813355555614,0.1338603660753382,0.9493569356629081,2.6084305894431035,0.515991963729606,0.49216069209396335,Benign
0.6640426973250644,0.20594493300088396,0.18008485603411936,3.1070514898235255,2.4009799413128685,0.5888472698209808,0.32349000813231016,1.3441593253349646,4.347894572488503,2.1672921954094613,Benign
0.48608343397614623,0.6622424798857837,1.0955143362329742,0.7508227386816657,0.3240686734709849,0.32115230799158795,1.0830987079056138,3.493006427577018,0.1916741969921064,1.1892137478865918,Attack
2.6246818286521365,0.012737874108723634,0.5486661245592855,1.347937174357002,2.273413113936874,2.817394921744403,0.33400908291751646,0.07058775069428785,0.3413776385050526,0.8089310867021997,Attack
0.2647806270256217,0.4294038038350554,1.4189703059860204,0.01757280429231532,1.7765398326222452,0.02114418124988863,0.957548372179686,0.05905279268355731,0.3200499844906422,0.5841086766913477,Benign
